Options:
Model:                           MultiState
Tree File Name:                  data/bantu.bttrees
Data File Name:                  data/bantu.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/09-Aug-15_42.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3885408078
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/09-Aug-15_42.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     42
Base frequency (PI's):           None
Character Symbols:               1,2,4,5,6,7,8
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q18                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q25                          RJ MCMC
    q26                          RJ MCMC
    q27                          RJ MCMC
    q28                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q48                          RJ MCMC
    q51                          RJ MCMC
    q52                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q58                          RJ MCMC
    q61                          RJ MCMC
    q62                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q68                          RJ MCMC
    q71                          RJ MCMC
    q72                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
    q78                          RJ MCMC
    q81                          RJ MCMC
    q82                          RJ MCMC
    q84                          RJ MCMC
    q85                          RJ MCMC
    q86                          RJ MCMC
    q87                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     7
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q14	q15	q16	q17	q18	q21	q24	q25	q26	q27	q28	q41	q42	q45	q46	q47	q48	q51	q52	q54	q56	q57	q58	q61	q62	q64	q65	q67	q68	q71	q72	q74	q75	q76	q78	q81	q82	q84	q85	q86	q87	Root P(1)	Root P(2)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	Root P(8)	
184000	-86.909120	767	1	16	'Z 0 0 0 0 0 0 Z Z 0 0 0 0 0 Z 0 Z 0 Z 0 0 0 Z Z 0 0 0 Z 0 0 0 Z Z Z Z 0 0 0 0 Z Z Z 	0.000000	0.004882	0.004882	0.004882	0.004882	0.004882	0.004882	0.000000	0.000000	0.004882	0.004882	0.004882	0.004882	0.004882	0.000000	0.004882	0.000000	0.004882	0.000000	0.004882	0.004882	0.004882	0.000000	0.000000	0.004882	0.004882	0.004882	0.000000	0.004882	0.004882	0.004882	0.000000	0.000000	0.000000	0.000000	0.004882	0.004882	0.004882	0.004882	0.000000	0.000000	0.000000	0.130794	0.007240	0.033171	0.794128	0.013810	0.005697	0.015160	
185000	-77.254992	323	1	14	'Z 0 0 0 0 0 0 0 Z Z 0 Z 0 Z Z 0 0 Z Z Z 0 0 Z Z 0 0 0 0 0 0 0 0 0 0 Z 0 Z Z 0 0 0 0 	0.000000	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.000000	0.000000	0.011863	0.000000	0.011863	0.000000	0.000000	0.011863	0.011863	0.000000	0.000000	0.000000	0.011863	0.011863	0.000000	0.000000	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.011863	0.000000	0.011863	0.000000	0.000000	0.011863	0.011863	0.011863	0.011863	0.144281	0.049432	0.081482	0.324563	0.128214	0.121595	0.150434	
186000	-78.470772	490	1	19	'0 0 Z Z 0 Z 0 0 Z Z 0 Z 0 Z Z Z Z Z Z Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 0 0 0 0 Z Z Z 0 0 0 	0.006332	0.006332	0.000000	0.000000	0.006332	0.000000	0.006332	0.006332	0.000000	0.000000	0.006332	0.000000	0.006332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006332	0.006332	0.006332	0.000000	0.006332	0.006332	0.006332	0.006332	0.006332	0.000000	0.006332	0.000000	0.006332	0.006332	0.006332	0.006332	0.000000	0.000000	0.000000	0.006332	0.006332	0.006332	0.018272	0.018261	0.003038	0.523231	0.097393	0.154355	0.185449	
187000	-80.775071	662	1	18	'0 0 Z 0 0 0 0 0 Z Z Z Z 0 Z 0 Z Z 0 Z Z 0 0 0 Z 0 Z 0 Z 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z 0 	0.007201	0.007201	0.000000	0.007201	0.007201	0.007201	0.007201	0.007201	0.000000	0.000000	0.000000	0.000000	0.007201	0.000000	0.007201	0.000000	0.000000	0.007201	0.000000	0.000000	0.007201	0.007201	0.007201	0.000000	0.007201	0.000000	0.007201	0.000000	0.007201	0.000000	0.007201	0.007201	0.007201	0.000000	0.007201	0.007201	0.000000	0.007201	0.007201	0.000000	0.000000	0.007201	0.031246	0.029771	0.339529	0.504960	0.031929	0.031232	0.031334	
188000	-81.869859	371	1	19	'0 0 0 0 0 Z 0 0 0 0 Z 0 0 Z 0 Z Z 0 Z Z Z 0 Z Z 0 Z 0 Z 0 Z 0 Z 0 Z Z 0 Z 0 0 Z Z 0 	0.039187	0.039187	0.039187	0.039187	0.039187	0.000000	0.039187	0.039187	0.039187	0.039187	0.000000	0.039187	0.039187	0.000000	0.039187	0.000000	0.000000	0.039187	0.000000	0.000000	0.000000	0.039187	0.000000	0.000000	0.039187	0.000000	0.039187	0.000000	0.039187	0.000000	0.039187	0.000000	0.039187	0.000000	0.000000	0.039187	0.000000	0.039187	0.039187	0.000000	0.000000	0.039187	0.143290	0.143294	0.146655	0.161220	0.135189	0.135171	0.135181	
189000	-85.766467	285	1	21	'Z 0 Z 0 0 Z 0 0 0 0 Z 0 0 Z Z Z Z 0 Z Z Z 0 Z Z 0 Z 0 Z 0 Z 0 Z 0 Z Z 0 Z 0 0 0 Z 0 	0.000000	0.014302	0.000000	0.014302	0.014302	0.000000	0.014302	0.014302	0.014302	0.014302	0.000000	0.014302	0.014302	0.000000	0.000000	0.000000	0.000000	0.014302	0.000000	0.000000	0.000000	0.014302	0.000000	0.000000	0.014302	0.000000	0.014302	0.000000	0.014302	0.000000	0.014302	0.000000	0.014302	0.000000	0.000000	0.014302	0.000000	0.014302	0.014302	0.014302	0.000000	0.014302	0.028907	0.229540	0.134214	0.182881	0.029174	0.094243	0.301040	
190000	-86.136674	556	1	22	'Z 0 Z 0 0 Z Z 0 0 0 0 0 0 Z 0 Z Z 0 Z Z Z 0 Z Z 0 Z 0 Z 0 Z 0 Z Z Z Z 0 Z 0 Z 0 0 Z 	0.000000	0.033493	0.000000	0.033493	0.033493	0.000000	0.000000	0.033493	0.033493	0.033493	0.033493	0.033493	0.033493	0.000000	0.033493	0.000000	0.000000	0.033493	0.000000	0.000000	0.000000	0.033493	0.000000	0.000000	0.033493	0.000000	0.033493	0.000000	0.033493	0.000000	0.033493	0.000000	0.000000	0.000000	0.000000	0.033493	0.000000	0.033493	0.000000	0.033493	0.033493	0.000000	0.102050	0.150231	0.170276	0.217610	0.102078	0.095882	0.161872	
191000	-80.998382	850	1	15	'Z 0 Z 0 0 0 Z 0 0 0 0 0 0 Z Z Z Z 0 Z Z Z 0 Z Z 0 0 0 0 0 0 0 0 Z 0 0 0 Z Z 0 0 0 0 	0.000000	0.019956	0.000000	0.019956	0.019956	0.019956	0.000000	0.019956	0.019956	0.019956	0.019956	0.019956	0.019956	0.000000	0.000000	0.000000	0.000000	0.019956	0.000000	0.000000	0.000000	0.019956	0.000000	0.000000	0.019956	0.019956	0.019956	0.019956	0.019956	0.019956	0.019956	0.019956	0.000000	0.019956	0.019956	0.019956	0.000000	0.000000	0.019956	0.019956	0.019956	0.019956	0.136000	0.152308	0.123280	0.138447	0.148911	0.147205	0.153848	
192000	-78.831220	392	1	19	'Z 0 Z 0 0 0 0 Z 0 Z 0 0 0 Z Z Z Z Z Z Z Z 0 Z Z 0 0 0 0 0 0 0 Z Z 0 0 0 Z 0 0 0 Z Z 	0.000000	0.020122	0.000000	0.020122	0.020122	0.020122	0.020122	0.000000	0.020122	0.000000	0.020122	0.020122	0.020122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020122	0.000000	0.000000	0.020122	0.020122	0.020122	0.020122	0.020122	0.020122	0.020122	0.000000	0.000000	0.020122	0.020122	0.020122	0.000000	0.020122	0.020122	0.020122	0.000000	0.000000	0.153817	0.145733	0.093184	0.132895	0.156109	0.154401	0.163862	
193000	-84.285440	598	1	20	'0 0 Z 0 Z 0 0 0 0 Z Z 0 0 Z Z 0 Z Z Z Z Z 0 Z Z 0 0 0 0 0 0 Z 0 0 Z 0 Z 0 Z Z Z Z 0 	0.015250	0.015250	0.000000	0.015250	0.000000	0.015250	0.015250	0.015250	0.015250	0.000000	0.000000	0.015250	0.015250	0.000000	0.000000	0.015250	0.000000	0.000000	0.000000	0.000000	0.000000	0.015250	0.000000	0.000000	0.015250	0.015250	0.015250	0.015250	0.015250	0.015250	0.000000	0.015250	0.015250	0.000000	0.015250	0.000000	0.015250	0.000000	0.000000	0.000000	0.000000	0.015250	0.109524	0.170516	0.119964	0.256628	0.162677	0.131681	0.049010	
194000	-81.104658	73	1	20	'Z 0 0 Z Z Z 0 0 0 0 0 Z Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 0 0 Z 0 0 0 Z Z 0 Z Z Z 0 Z 0 	0.000000	0.028109	0.028109	0.000000	0.000000	0.000000	0.028109	0.028109	0.028109	0.028109	0.028109	0.000000	0.000000	0.028109	0.028109	0.028109	0.000000	0.000000	0.000000	0.000000	0.000000	0.028109	0.000000	0.000000	0.028109	0.028109	0.028109	0.028109	0.028109	0.000000	0.028109	0.028109	0.028109	0.000000	0.000000	0.028109	0.000000	0.000000	0.000000	0.028109	0.000000	0.028109	0.141499	0.143861	0.144140	0.139493	0.143865	0.144772	0.142370	
195000	-83.927140	137	1	18	'0 0 0 0 0 0 0 0 0 Z 0 Z Z Z 0 0 Z Z Z Z Z 0 Z Z 0 Z 0 0 0 Z 0 0 0 0 0 Z Z 0 Z 0 Z Z 	25.989259	25.989259	25.989259	25.989259	25.989259	25.989259	25.989259	25.989259	25.989259	0.000000	25.989259	0.000000	0.000000	0.000000	25.989259	25.989259	0.000000	0.000000	0.000000	0.000000	0.000000	25.989259	0.000000	0.000000	25.989259	0.000000	25.989259	25.989259	25.989259	0.000000	25.989259	25.989259	25.989259	25.989259	25.989259	0.000000	0.000000	25.989259	0.000000	25.989259	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
196000	-82.490833	397	1	20	'0 Z 0 0 0 0 0 Z 0 Z Z 0 Z 0 Z Z Z Z Z Z Z 0 Z Z 0 Z 0 0 0 0 0 0 Z Z Z Z Z 0 0 0 0 0 	0.034380	0.000000	0.034380	0.034380	0.034380	0.034380	0.034380	0.000000	0.034380	0.000000	0.000000	0.034380	0.000000	0.034380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034380	0.000000	0.000000	0.034380	0.000000	0.034380	0.034380	0.034380	0.034380	0.034380	0.034380	0.000000	0.000000	0.000000	0.000000	0.000000	0.034380	0.034380	0.034380	0.034380	0.034380	0.139708	0.152068	0.130770	0.191441	0.139828	0.103801	0.142383	
197000	-79.452890	680	1	15	'0 0 0 Z 0 0 0 Z 0 0 0 0 0 0 0 Z Z Z Z Z 0 0 Z Z 0 Z 0 0 0 Z 0 0 Z Z Z 0 0 0 0 0 Z 0 	0.012117	0.012117	0.012117	0.000000	0.012117	0.012117	0.012117	0.000000	0.012117	0.012117	0.012117	0.012117	0.012117	0.012117	0.012117	0.000000	0.000000	0.000000	0.000000	0.000000	0.012117	0.012117	0.000000	0.000000	0.012117	0.000000	0.012117	0.012117	0.012117	0.000000	0.012117	0.012117	0.000000	0.000000	0.000000	0.012117	0.012117	0.012117	0.012117	0.012117	0.000000	0.012117	0.113257	0.095111	0.202074	0.308632	0.125506	0.036118	0.119300	
198000	-82.243830	478	1	19	'0 Z Z 0 0 0 0 0 0 Z 0 0 Z 0 0 Z Z Z Z Z 0 0 Z Z 0 Z 0 0 0 0 Z 0 Z Z 0 Z Z 0 Z 0 0 Z 	0.012612	0.000000	0.000000	0.012612	0.012612	0.012612	0.012612	0.012612	0.012612	0.000000	0.012612	0.012612	0.000000	0.012612	0.012612	0.000000	0.000000	0.000000	0.000000	0.000000	0.012612	0.012612	0.000000	0.000000	0.012612	0.000000	0.012612	0.012612	0.012612	0.012612	0.000000	0.012612	0.000000	0.000000	0.012612	0.000000	0.000000	0.012612	0.000000	0.012612	0.012612	0.000000	0.046841	0.110210	0.191713	0.362657	0.118175	0.028286	0.142119	
199000	-80.584895	601	1	21	'Z Z Z Z Z 0 0 Z 0 0 0 0 Z Z 0 Z 0 Z Z Z 0 0 Z Z 0 0 0 Z 0 0 0 0 Z Z 0 Z Z 0 Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.013259	0.013259	0.000000	0.013259	0.013259	0.013259	0.013259	0.000000	0.000000	0.013259	0.000000	0.013259	0.000000	0.000000	0.000000	0.013259	0.013259	0.000000	0.000000	0.013259	0.013259	0.013259	0.000000	0.013259	0.013259	0.013259	0.013259	0.000000	0.000000	0.013259	0.000000	0.000000	0.013259	0.000000	0.013259	0.013259	0.000000	0.028067	0.100991	0.210823	0.379451	0.079735	0.032008	0.168924	
200000	-81.419789	491	1	20	'Z Z 0 0 Z 0 0 Z 0 0 Z 0 Z Z Z Z Z 0 Z Z 0 0 Z Z 0 0 0 0 0 Z 0 0 Z Z Z Z 0 0 0 0 Z 0 	0.000000	0.000000	0.012826	0.012826	0.000000	0.012826	0.012826	0.000000	0.012826	0.012826	0.000000	0.012826	0.000000	0.000000	0.000000	0.000000	0.000000	0.012826	0.000000	0.000000	0.012826	0.012826	0.000000	0.000000	0.012826	0.012826	0.012826	0.012826	0.012826	0.000000	0.012826	0.012826	0.000000	0.000000	0.000000	0.000000	0.012826	0.012826	0.012826	0.012826	0.000000	0.012826	0.137499	0.130252	0.055051	0.399795	0.124257	0.028114	0.125031	
201000	-77.643509	67	1	20	'Z 0 Z Z Z Z Z Z 0 Z 0 Z 0 Z 0 Z 0 0 Z Z 0 0 Z Z 0 0 Z 0 0 Z 0 Z 0 0 Z 0 Z 0 0 0 0 0 	0.000000	0.013574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013574	0.000000	0.013574	0.000000	0.013574	0.000000	0.013574	0.000000	0.013574	0.013574	0.000000	0.000000	0.013574	0.013574	0.000000	0.000000	0.013574	0.013574	0.000000	0.013574	0.013574	0.000000	0.013574	0.000000	0.013574	0.013574	0.000000	0.013574	0.000000	0.013574	0.013574	0.013574	0.013574	0.013574	0.055407	0.109695	0.163493	0.262229	0.114566	0.150554	0.144055	
202000	-80.777023	533	1	24	'0 0 0 Z Z Z Z Z Z 0 Z Z 0 Z 0 Z 0 Z Z Z 0 0 Z Z 0 0 Z 0 0 Z 0 Z 0 Z Z 0 Z Z Z Z 0 0 	0.014638	0.014638	0.014638	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014638	0.000000	0.000000	0.014638	0.000000	0.014638	0.000000	0.014638	0.000000	0.000000	0.000000	0.014638	0.014638	0.000000	0.000000	0.014638	0.014638	0.000000	0.014638	0.014638	0.000000	0.014638	0.000000	0.014638	0.000000	0.000000	0.014638	0.000000	0.000000	0.000000	0.000000	0.014638	0.014638	0.141356	0.014370	0.221562	0.368549	0.114178	0.093413	0.046572	
203000	-81.391639	66	1	19	'0 0 0 Z 0 Z 0 0 0 0 Z 0 0 0 Z Z 0 Z Z Z 0 0 Z Z Z 0 0 0 0 0 Z Z Z Z Z 0 Z Z Z 0 0 0 	0.011895	0.011895	0.011895	0.000000	0.011895	0.000000	0.011895	0.011895	0.011895	0.011895	0.000000	0.011895	0.011895	0.011895	0.000000	0.000000	0.011895	0.000000	0.000000	0.000000	0.011895	0.011895	0.000000	0.000000	0.000000	0.011895	0.011895	0.011895	0.011895	0.011895	0.000000	0.000000	0.000000	0.000000	0.000000	0.011895	0.000000	0.000000	0.000000	0.011895	0.011895	0.011895	0.125109	0.163403	0.069257	0.380475	0.130673	0.012362	0.118722	
204000	-83.198235	20	1	19	'0 0 Z 0 0 Z 0 0 Z 0 0 Z 0 0 Z 0 0 Z 0 Z 0 0 Z Z 0 Z 0 0 Z 0 Z Z Z Z Z 0 0 Z Z Z 0 0 	0.009736	0.009736	0.000000	0.009736	0.009736	0.000000	0.009736	0.009736	0.000000	0.009736	0.009736	0.000000	0.009736	0.009736	0.000000	0.009736	0.009736	0.000000	0.009736	0.000000	0.009736	0.009736	0.000000	0.000000	0.009736	0.000000	0.009736	0.009736	0.000000	0.009736	0.000000	0.000000	0.000000	0.000000	0.000000	0.009736	0.009736	0.000000	0.000000	0.000000	0.009736	0.009736	0.022819	0.022787	0.031748	0.722877	0.186133	0.000282	0.013354	
205000	-82.583190	63	1	16	'Z 0 Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 0 Z Z 0 Z 0 0 0 0 Z Z Z Z Z 0 0 0 Z Z 0 0 	0.000000	0.014964	0.000000	0.014964	0.014964	0.000000	0.014964	0.014964	0.014964	0.014964	0.014964	0.014964	0.014964	0.014964	0.014964	0.014964	0.014964	0.000000	0.000000	0.000000	0.014964	0.014964	0.000000	0.000000	0.014964	0.000000	0.014964	0.014964	0.014964	0.014964	0.000000	0.000000	0.000000	0.000000	0.000000	0.014964	0.014964	0.014964	0.000000	0.000000	0.014964	0.014964	0.050663	0.121002	0.140819	0.517025	0.122200	0.004154	0.044137	
206000	-83.698425	330	1	17	'Z Z 0 Z Z Z 0 Z 0 0 0 0 Z 0 0 Z 0 0 Z Z 0 0 Z Z 0 0 0 0 0 0 Z 0 0 0 0 Z Z 0 0 Z 0 Z 	0.000000	0.000000	0.015226	0.000000	0.000000	0.000000	0.015226	0.000000	0.015226	0.015226	0.015226	0.015226	0.000000	0.015226	0.015226	0.000000	0.015226	0.015226	0.000000	0.000000	0.015226	0.015226	0.000000	0.000000	0.015226	0.015226	0.015226	0.015226	0.015226	0.015226	0.000000	0.015226	0.015226	0.015226	0.015226	0.000000	0.000000	0.015226	0.015226	0.000000	0.015226	0.000000	0.074608	0.118821	0.148765	0.298910	0.126603	0.147940	0.084353	
207000	-79.914430	480	1	21	'Z Z 0 Z 0 Z Z Z 0 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 Z Z 0 0 Z Z 0 0 0 0 Z 0 0 Z Z Z 0 Z 0 Z 	0.000000	0.000000	0.012406	0.000000	0.012406	0.000000	0.000000	0.000000	0.012406	0.012406	0.012406	0.000000	0.012406	0.000000	0.012406	0.012406	0.012406	0.000000	0.000000	0.000000	0.012406	0.012406	0.000000	0.000000	0.012406	0.012406	0.000000	0.000000	0.012406	0.012406	0.012406	0.012406	0.000000	0.012406	0.012406	0.000000	0.000000	0.000000	0.012406	0.000000	0.012406	0.000000	0.086797	0.084510	0.167279	0.483275	0.035492	0.083717	0.058931	
208000	-82.793706	30	1	17	'Z Z Z 0 Z Z Z Z 0 Z Z 0 0 0 0 0 0 Z Z Z 0 0 Z Z 0 Z 0 Z 0 0 0 0 0 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.011909	0.000000	0.000000	0.000000	0.000000	0.011909	0.000000	0.000000	0.011909	0.011909	0.011909	0.011909	0.011909	0.011909	0.000000	0.000000	0.000000	0.011909	0.011909	0.000000	0.000000	0.011909	0.000000	0.011909	0.000000	0.011909	0.011909	0.011909	0.011909	0.011909	0.011909	0.011909	0.000000	0.011909	0.011909	0.011909	0.011909	0.011909	0.011909	0.003574	0.114554	0.126582	0.483374	0.050063	0.105276	0.116577	
209000	-82.564611	824	1	19	'Z Z Z Z 0 0 Z 0 0 Z Z Z 0 0 0 Z 0 Z Z Z 0 0 Z Z 0 Z 0 Z Z 0 0 0 0 0 0 0 0 Z Z 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.011613	0.011613	0.000000	0.011613	0.011613	0.000000	0.000000	0.000000	0.011613	0.011613	0.011613	0.000000	0.011613	0.000000	0.000000	0.000000	0.011613	0.011613	0.000000	0.000000	0.011613	0.000000	0.011613	0.000000	0.000000	0.011613	0.011613	0.011613	0.011613	0.011613	0.011613	0.011613	0.011613	0.000000	0.000000	0.011613	0.011613	0.011613	0.030196	0.149191	0.145290	0.398314	0.048174	0.118398	0.110437	
210000	-81.125845	325	1	16	'Z 0 0 Z 0 0 Z 0 0 Z 0 Z Z 0 Z Z 0 Z Z Z Z 0 Z Z 0 0 0 0 0 0 0 0 0 0 0 0 0 Z Z 0 0 0 	0.000000	0.026444	0.026444	0.000000	0.026444	0.026444	0.000000	0.026444	0.026444	0.000000	0.026444	0.000000	0.000000	0.026444	0.000000	0.000000	0.026444	0.000000	0.000000	0.000000	0.000000	0.026444	0.000000	0.000000	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.026444	0.000000	0.000000	0.026444	0.026444	0.026444	0.147322	0.137042	0.115260	0.161120	0.144087	0.144080	0.151089	
211000	-81.564398	662	1	20	'Z 0 0 Z 0 0 Z Z 0 0 0 Z 0 0 Z Z Z Z Z Z Z 0 Z Z 0 Z 0 0 0 0 0 0 Z 0 Z Z 0 Z 0 Z 0 0 	0.000000	0.036552	0.036552	0.000000	0.036552	0.036552	0.000000	0.000000	0.036552	0.036552	0.036552	0.000000	0.036552	0.036552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036552	0.000000	0.000000	0.036552	0.000000	0.036552	0.036552	0.036552	0.036552	0.036552	0.036552	0.000000	0.036552	0.000000	0.000000	0.036552	0.000000	0.036552	0.000000	0.036552	0.036552	0.138760	0.148412	0.123010	0.174472	0.138757	0.148423	0.128167	
212000	-82.819212	297	1	13	'Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 Z Z Z 0 Z Z Z 0 Z Z 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 0 0 0 0 0 	0.000000	0.019837	0.019837	0.000000	0.019837	0.019837	0.019837	0.019837	0.019837	0.019837	0.019837	0.019837	0.019837	0.019837	0.000000	0.000000	0.000000	0.019837	0.000000	0.000000	0.000000	0.019837	0.000000	0.000000	0.019837	0.000000	0.019837	0.019837	0.019837	0.019837	0.000000	0.019837	0.019837	0.019837	0.019837	0.000000	0.019837	0.019837	0.019837	0.019837	0.019837	0.019837	0.147007	0.146203	0.149619	0.120506	0.146481	0.143879	0.146306	
213000	-79.992552	608	1	15	'Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z 0 Z Z 0 0 0 0 0 0 Z 0 0 0 0 0 0 Z 0 0 0 0 	0.000000	0.030329	0.030329	0.030329	0.000000	0.030329	0.030329	0.000000	0.030329	0.030329	0.000000	0.030329	0.000000	0.000000	0.000000	0.030329	0.000000	0.030329	0.000000	0.000000	0.000000	0.030329	0.000000	0.000000	0.030329	0.030329	0.030329	0.030329	0.030329	0.030329	0.000000	0.030329	0.030329	0.030329	0.030329	0.030329	0.030329	0.000000	0.030329	0.030329	0.030329	0.030329	0.143925	0.144287	0.139323	0.142126	0.143550	0.143276	0.143513	
214000	-87.650436	442	1	14	'Z Z 0 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z Z Z 0 Z Z 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	12.645691	12.645691	12.645691	0.000000	12.645691	0.000000	12.645691	12.645691	0.000000	0.000000	0.000000	0.000000	12.645691	12.645691	0.000000	12.645691	0.000000	0.000000	0.000000	12.645691	0.000000	0.000000	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	12.645691	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
215000	-85.222549	18	1	14	'0 0 0 0 Z Z 0 0 0 0 0 0 Z Z 0 0 Z 0 Z Z Z 0 Z Z 0 0 0 0 0 0 0 Z 0 0 Z Z 0 0 0 0 0 Z 	3.819511	3.819511	3.819511	3.819511	0.000000	0.000000	3.819511	3.819511	3.819511	3.819511	3.819511	3.819511	0.000000	0.000000	3.819511	3.819511	0.000000	3.819511	0.000000	0.000000	0.000000	3.819511	0.000000	0.000000	3.819511	3.819511	3.819511	3.819511	3.819511	3.819511	3.819511	0.000000	3.819511	3.819511	0.000000	0.000000	3.819511	3.819511	3.819511	3.819511	3.819511	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
216000	-85.152043	291	2	20	'1 1 1 0 1 Z 0 0 Z 0 1 Z Z Z 1 Z Z 1 Z Z Z 1 Z Z Z 0 Z 1 Z Z 1 1 Z 0 Z Z 0 1 1 Z 0 0 	6.097219	6.097219	6.097219	26.188482	6.097219	0.000000	26.188482	26.188482	0.000000	26.188482	6.097219	0.000000	0.000000	0.000000	6.097219	0.000000	0.000000	6.097219	0.000000	0.000000	0.000000	6.097219	0.000000	0.000000	0.000000	26.188482	0.000000	6.097219	0.000000	0.000000	6.097219	6.097219	0.000000	26.188482	0.000000	0.000000	26.188482	6.097219	6.097219	0.000000	26.188482	26.188482	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
217000	-84.458501	803	2	20	'0 Z 1 Z Z 1 1 1 1 Z Z Z Z Z 0 Z Z 1 Z Z Z 0 Z Z Z 0 0 1 Z 0 1 Z 0 1 1 Z 1 1 1 Z 1 0 	7.042518	0.000000	16.276522	0.000000	0.000000	16.276522	16.276522	16.276522	16.276522	0.000000	0.000000	0.000000	0.000000	0.000000	7.042518	0.000000	0.000000	16.276522	0.000000	0.000000	0.000000	7.042518	0.000000	0.000000	0.000000	7.042518	7.042518	16.276522	0.000000	7.042518	16.276522	0.000000	7.042518	16.276522	16.276522	0.000000	16.276522	16.276522	16.276522	0.000000	16.276522	7.042518	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
218000	-84.902926	957	2	18	'0 Z Z 0 Z 1 Z 1 0 1 Z Z 0 Z 0 Z Z 1 Z Z Z 0 0 Z Z Z Z 1 0 0 1 Z 0 1 0 0 1 1 1 0 1 Z 	0.275153	0.000000	0.000000	0.275153	0.000000	1.429752	0.000000	1.429752	0.275153	1.429752	0.000000	0.000000	0.275153	0.000000	0.275153	0.000000	0.000000	1.429752	0.000000	0.000000	0.000000	0.275153	0.275153	0.000000	0.000000	0.000000	0.000000	1.429752	0.275153	0.275153	1.429752	0.000000	0.275153	1.429752	0.275153	0.275153	1.429752	1.429752	1.429752	0.275153	1.429752	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
