Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2390388050
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
4750000	-19.078156	510	98.245716	1	4	'0 0 0 0 0 0 Z 0 Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.247343	0.247367	0.328996	0.176294	
4800000	-16.943786	596	84.506226	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.244214	0.244246	0.267229	0.244312	
4850000	-15.372803	315	49.697905	1	6	'Z 0 0 0 Z 0 Z Z Z 0 0 Z 	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.197586	0.401312	0.000000	0.401102	
4900000	-14.860908	50	82.552180	1	6	'0 Z 0 0 0 0 Z Z Z 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.370101	0.204903	0.000000	0.424996	
4950000	-13.470985	353	74.173321	1	6	'0 0 0 Z 0 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.258284	0.259993	0.000000	0.481723	
5000000	-14.132926	533	97.574499	2	7	'1 1 1 Z Z 1 Z Z Z 0 Z Z 	0.211357	0.211357	0.211357	0.000000	0.000000	0.211357	0.000000	0.000000	0.000000	0.154572	0.000000	0.000000	0.202609	0.425904	0.000000	0.371486	
5050000	-13.166467	250	60.458680	2	6	'0 0 Z 1 0 0 Z Z Z 1 Z Z 	0.210295	0.210295	0.000000	0.079410	0.210295	0.210295	0.000000	0.000000	0.000000	0.079410	0.000000	0.000000	0.244347	0.287465	0.000000	0.468188	
5100000	-14.520060	324	39.428530	1	6	'0 0 0 0 Z 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.501649	0.267043	0.000000	0.231308	
5150000	-13.110303	972	10.193683	1	6	'Z 0 0 Z 0 0 Z 0 Z 0 Z Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.639329	0.119253	0.211147	0.030272	
5200000	-12.574753	841	12.859056	2	4	'0 0 Z 1 0 1 Z Z 1 1 Z 1 	0.265223	0.265223	0.000000	0.040866	0.265223	0.040866	0.000000	0.000000	0.040866	0.040866	0.000000	0.040866	0.466373	0.470617	0.016360	0.046650	
5250000	-12.554706	141	5.624290	1	5	'0 Z 0 0 Z 0 Z 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000124	0.000064	0.976312	0.023500	
5300000	-13.108218	961	4.748693	1	6	'0 0 Z Z Z Z 0 0 0 Z Z 0 	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.012667	0.000000	0.961256	0.026078	
5350000	-11.537510	132	1.465433	1	6	'Z 0 Z 0 Z 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000052	0.000000	0.999948	0.000000	
5400000	-12.586397	12	4.643740	1	4	'Z Z 0 Z 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000004	0.002299	0.989043	0.008653	
5450000	-12.547016	736	3.898050	1	6	'0 0 0 0 Z Z 0 0 Z Z Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.052050	0.000057	0.947893	0.000000	
5500000	-12.625036	944	2.525206	1	5	'0 0 0 0 Z 0 Z 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.004480	0.000001	0.995520	0.000000	
5550000	-12.839767	236	7.536947	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000029	0.000029	0.987990	0.011952	
5600000	-12.553293	186	2.355800	1	6	'0 Z 0 0 0 Z Z 0 0 Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000006	0.001217	0.998777	0.000000	
5650000	-16.242263	421	10.646580	1	6	'Z 0 Z Z 0 Z 0 Z 0 Z 0 0 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.032966	0.038265	0.751250	0.177519	
5700000	-13.055142	98	3.767824	1	4	'0 0 Z 0 Z Z 0 Z 0 0 0 0 	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.003092	0.000001	0.988463	0.008444	
5750000	-12.294852	100	3.693212	1	6	'0 0 Z Z 0 Z 0 0 0 Z Z Z 	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.001508	0.001458	0.997034	0.000000	
5800000	-11.731454	618	2.908396	1	5	'0 0 Z Z Z Z 0 0 0 Z 0 0 	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000851	0.000000	0.993477	0.005672	
5850000	-11.150302	632	2.719676	1	3	'Z 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001474	0.000551	0.997973	0.000001	
5900000	-11.548304	9	2.498373	1	6	'0 Z 0 Z Z Z 0 0 0 Z Z 0 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000004	0.000000	0.983401	0.016595	
5950000	-12.514529	279	2.012923	1	7	'Z Z 0 Z Z 0 Z 0 0 0 Z Z 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
6000000	-12.675598	605	17.240652	2	4	'0 Z Z 1 1 1 0 1 Z 0 0 Z 	0.002736	0.000000	0.000000	0.247264	0.247264	0.247264	0.002736	0.247264	0.000000	0.002736	0.002736	0.000000	0.000001	0.106525	0.893472	0.000003	
6050000	-13.739142	173	25.080831	2	4	'1 1 Z 1 1 0 Z 0 Z 0 0 Z 	0.150295	0.150295	0.000000	0.150295	0.150295	0.099705	0.000000	0.099705	0.000000	0.099705	0.099705	0.000000	0.196163	0.279464	0.412424	0.111949	
6100000	-11.666971	972	3.203507	1	5	'0 Z 0 0 0 Z 0 0 0 Z Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000001	0.001024	0.998975	0.000000	
6150000	-11.806789	537	4.230709	1	5	'0 Z 0 Z 0 0 0 0 0 Z Z Z 	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000001	0.001468	0.998531	0.000000	
6200000	-14.077845	782	22.158951	1	4	'0 0 0 0 0 0 0 Z Z Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.000000	0.131265	0.157470	0.702683	0.008581	
6250000	-13.565218	604	12.062521	1	3	'0 Z 0 0 0 0 Z 0 Z 0 0 0 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.007580	0.128972	0.425524	0.437924	
6300000	-14.762321	30	2.466128	1	6	'Z Z 0 Z Z 0 0 Z 0 Z 0 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.999283	0.000717	
6350000	-14.594685	819	34.812901	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.359992	0.273606	0.000000	0.366402	
6400000	-14.848205	399	5.897006	1	5	'0 0 Z 0 Z 0 Z 0 Z 0 0 Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.073122	0.003746	0.893632	0.029500	
6450000	-13.677190	987	2.079454	1	5	'Z 0 Z Z 0 0 Z 0 0 0 Z 0 	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.001024	0.002437	0.923229	0.073310	
6500000	-11.074567	453	3.276811	1	2	'0 0 0 0 0 0 0 0 0 0 Z Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.004289	0.004291	0.991415	0.000005	
6550000	-12.470236	891	7.980401	1	8	'Z Z Z 0 Z 0 Z 0 Z Z 0 Z 	0.000000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	1.000000	0.000000	
6600000	-12.851608	914	5.466404	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.008826	0.000016	0.976518	0.014641	
6650000	-11.574470	979	1.572147	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000273	0.999726	0.000000	
6700000	-13.521681	675	3.066246	1	5	'Z 0 Z Z 0 0 Z 0 0 0 0 Z 	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.001540	0.002735	0.994882	0.000843	
6750000	-14.682923	448	5.880778	1	8	'Z 0 0 Z Z Z Z 0 Z Z 0 Z 	0.000000	0.250000	0.250000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.250000	0.000000	1.000000	0.000000	0.000000	0.000000	
6800000	-11.513659	180	1.760841	1	5	'0 Z 0 Z 0 Z 0 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000075	0.999823	0.000101	
6850000	-11.613898	498	3.281286	1	3	'0 0 0 0 Z 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.002625	0.000001	0.997349	0.000025	
6900000	-12.255866	621	3.192254	1	4	'0 Z 0 Z Z 0 0 0 0 0 0 Z 	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
6950000	-14.563619	117	7.291496	1	7	'Z Z Z Z Z 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000007	0.990379	0.009614	
7000000	-13.956084	978	40.984639	1	7	'0 0 Z 0 Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.228596	0.367520	0.000000	0.403884	
7050000	-14.917779	651	52.732866	1	5	'0 0 0 Z 0 0 Z Z Z 0 0 Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.278392	0.290542	0.000000	0.431065	
7100000	-13.257104	601	35.675912	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.210487	0.283498	0.506015	0.000000	
7150000	-16.671174	128	45.460191	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.231012	0.173025	0.333874	0.262089	
7200000	-12.098034	694	3.623925	1	4	'0 0 0 Z Z Z 0 0 0 0 Z 0 	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.004223	0.000000	0.967246	0.028531	
7250000	-12.322424	926	13.026170	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.038738	0.181635	0.779626	0.000000	
7300000	-12.890771	525	8.308843	1	4	'0 Z 0 0 0 0 Z 0 Z 0 Z 0 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.003143	0.100921	0.658244	0.237693	
7350000	-12.398649	388	3.948538	1	4	'Z 0 Z 0 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.001443	0.002900	0.986163	0.009494	
7400000	-14.480399	806	13.210405	1	5	'0 0 Z 0 0 0 0 Z Z Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.169521	0.606674	0.181989	0.041816	
7450000	-12.532256	817	2.790045	1	6	'Z 0 Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000833	0.000000	0.999156	0.000011	
7500000	-15.974746	254	24.603196	1	7	'Z 0 Z 0 Z 0 Z Z Z Z 0 0 	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.411540	0.000000	0.588460	
7550000	-12.912803	303	4.527503	1	5	'Z 0 0 Z 0 0 0 0 Z 0 Z Z 	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.048917	0.018590	0.932100	0.000393	
7600000	-11.434905	791	2.387213	1	3	'0 0 0 Z 0 Z 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000602	0.000202	0.996989	0.002207	
7650000	-14.778762	558	20.993561	1	5	'0 0 0 Z 0 0 Z Z Z 0 0 Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.373079	0.282730	0.000000	0.344191	
7700000	-15.423207	995	43.509499	1	4	'0 Z 0 0 0 0 Z Z Z 0 0 0 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.328858	0.338337	0.000000	0.332805	
7750000	-14.649427	26	42.111137	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.381908	0.218978	0.000000	0.399114	
7800000	-14.924693	947	35.727897	1	7	'Z Z 0 Z 0 0 Z Z Z 0 0 Z 	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.178113	0.393463	0.000000	0.428424	
7850000	-13.441440	2	62.167270	1	7	'Z Z 0 0 0 0 Z Z Z Z 0 Z 	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.411294	0.205678	0.000000	0.383028	
7900000	-14.055862	719	57.709374	1	7	'0 Z 0 0 0 Z Z Z Z 0 Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.388536	0.163014	0.000000	0.448450	
7950000	-17.921151	849	60.426196	1	3	'0 0 0 0 0 0 Z 0 Z 0 Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.000000	0.111111	0.247614	0.247631	0.256692	0.248063	
8000000	-14.241974	500	42.437416	1	6	'0 0 0 0 0 Z Z Z Z Z 0 Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.197218	0.090249	0.000000	0.712533	
8050000	-16.577519	382	22.576622	1	1	'0 0 0 0 0 0 Z 0 0 0 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.101970	0.110466	0.682808	0.104756	
8100000	-12.803987	915	0.624423	1	4	'Z 0 0 Z Z 0 0 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000149	0.000000	0.999227	0.000625	
8150000	-11.489305	696	19.142407	2	4	'0 Z 1 0 1 0 1 1 Z 1 Z Z 	0.307461	0.000000	0.015523	0.307461	0.015523	0.307461	0.015523	0.015523	0.000000	0.015523	0.000000	0.000000	0.000170	0.002295	0.997535	0.000000	
8200000	-14.245842	902	5.345613	1	5	'0 Z 0 0 Z Z Z Z 0 0 0 0 	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000150	0.000000	0.939879	0.059972	
8250000	-14.602864	103	7.455274	1	4	'0 Z Z 0 Z Z 0 0 0 0 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.974450	0.025550	
8300000	-15.315730	848	4.780575	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.002424	0.004769	0.985416	0.007391	
8350000	-13.657508	233	3.347457	1	6	'0 Z 0 Z Z Z 0 Z 0 0 0 Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
8400000	-11.725698	567	2.717005	1	4	'0 0 Z Z 0 Z 0 0 0 0 Z 0 	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000702	0.000620	0.986559	0.012119	
8450000	-17.079917	862	36.289285	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.193375	0.026093	0.469317	0.311215	
8500000	-14.138857	174	16.059203	1	6	'0 0 0 Z 0 Z Z Z Z 0 Z 0 	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.594574	0.000000	0.000000	0.405426	
8550000	-13.265458	202	15.565093	1	5	'Z 0 0 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.102649	0.100269	0.794951	0.002131	
8600000	-12.894513	559	6.210279	1	3	'0 0 0 Z 0 0 0 0 0 Z 0 Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.007827	0.004152	0.987994	0.000027	
8650000	-12.479872	379	5.500250	1	4	'Z 0 0 0 0 0 Z 0 0 0 Z Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.056833	0.019018	0.923497	0.000652	
8700000	-11.803029	209	2.947536	1	3	'0 Z 0 Z 0 0 0 0 0 0 0 Z 	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000001	0.001816	0.998180	0.000004	
8750000	-13.098576	911	5.694388	1	7	'0 0 Z 0 Z 0 Z 0 Z Z Z Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.006767	0.000013	0.993221	0.000000	
8800000	-13.369602	12	3.205720	1	6	'Z Z 0 Z Z 0 0 Z 0 Z 0 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000003	0.000003	0.993108	0.006886	
8850000	-11.658694	855	3.124866	1	3	'0 0 0 Z 0 0 0 0 0 Z Z 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.002210	0.001221	0.987371	0.009198	
8900000	-11.575038	950	2.220779	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000001	0.000001	0.994422	0.005575	
8950000	-14.149135	845	1.585031	1	7	'0 0 Z 0 Z Z 0 Z 0 Z Z Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000846	0.000000	0.999154	0.000000	
9000000	-11.983480	912	1.635559	1	4	'Z Z Z 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000001	0.993461	0.006539	
9050000	-13.469001	841	2.573794	1	6	'Z Z 0 Z 0 Z 0 0 Z 0 0 Z 	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000774	0.999147	0.000079	
9100000	-14.540136	528	4.355208	1	6	'0 Z 0 0 Z 0 0 Z Z 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
9150000	-13.875361	911	40.839542	1	6	'0 0 0 0 0 Z Z Z Z Z 0 Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.337084	0.332329	0.000000	0.330587	
9200000	-12.205869	855	6.819848	1	7	'Z Z 0 0 0 0 Z 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108223	0.891777	0.000000	
9250000	-12.014923	182	1.388084	1	5	'Z 0 Z 0 0 Z 0 0 0 0 Z Z 	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000318	0.000318	0.999364	0.000000	
9300000	-13.543476	770	7.380332	1	4	'0 0 Z 0 0 0 0 0 Z Z 0 Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.025464	0.022355	0.952032	0.000149	
9350000	-15.298259	903	30.494808	1	6	'Z Z 0 0 0 0 Z Z Z Z 0 0 	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.133503	0.378915	0.000000	0.487583	
9400000	-14.106399	883	6.182759	1	6	'0 Z Z Z Z 0 Z 0 0 0 0 Z 	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
9450000	-14.216513	59	44.759558	1	5	'0 0 0 0 0 0 Z Z Z Z 0 Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.000000	0.293570	0.292508	0.000000	0.413922	
9500000	-16.450279	921	42.125690	1	5	'0 0 0 Z 0 0 Z 0 Z 0 Z Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.251415	0.251359	0.383965	0.113261	
9550000	-11.884818	884	2.117487	1	4	'0 Z 0 Z 0 Z 0 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000021	0.000767	0.976376	0.022836	
9600000	-12.473731	140	1.302493	1	5	'0 Z Z 0 0 Z 0 0 0 Z Z 0 	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000145	0.994869	0.004986	
9650000	-14.357113	927	2.300578	1	4	'Z Z 0 0 0 0 Z 0 0 Z 0 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.001293	0.994867	0.003840	
9700000	-14.685718	505	10.065621	1	2	'0 0 0 0 0 0 0 Z Z 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.103211	0.079715	0.602469	0.214605	
