Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2390388050
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
123000000	-13.311347	208	7.224054	1	7	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.182900	0.014067	0.803033	0.000000	
123050000	-11.462252	979	2.568937	1	4	'0 Z 0 Z Z 0 0 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000003	0.000003	0.989533	0.010461	
123100000	-11.152363	236	3.228204	1	3	'Z Z 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.001187	0.997543	0.001269	
123150000	-14.152356	279	10.089830	1	4	'0 0 0 0 Z Z Z Z 0 0 0 0 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.051460	0.000259	0.864724	0.083558	
123200000	-13.072645	657	5.995216	1	5	'0 Z 0 Z 0 Z 0 0 0 0 Z Z 	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000006	0.003824	0.996170	0.000000	
123250000	-12.579139	941	3.287751	1	2	'0 Z Z 0 0 0 0 0 0 0 0 0 	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000001	0.002853	0.982324	0.014822	
123300000	-12.775524	373	3.886804	1	4	'Z 0 0 Z 0 0 0 0 Z 0 Z 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.046718	0.008756	0.794318	0.150208	
123350000	-11.796455	402	10.990012	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.026376	0.254752	0.718872	0.000000	
123400000	-11.087768	678	3.203612	1	5	'0 0 Z 0 0 Z 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000558	0.000538	0.998904	0.000000	
123450000	-11.882237	577	2.979055	1	1	'0 0 0 0 0 Z 0 0 0 0 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.001057	0.000307	0.993400	0.005236	
123500000	-12.350438	775	24.032986	1	6	'0 0 Z 0 0 0 Z Z Z Z 0 Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.509767	0.420933	0.000000	0.069300	
123550000	-12.102514	857	9.096415	1	7	'Z Z Z 0 0 0 Z 0 Z Z Z 0 	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.147866	0.598621	0.253513	
123600000	-12.595383	575	29.419740	1	6	'0 0 0 0 0 Z Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.376476	0.359545	0.000000	0.263979	
123650000	-11.993438	384	1.890764	1	3	'0 Z Z 0 Z 0 0 0 0 0 0 0 	0.111111	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000001	0.994141	0.005859	
123700000	-12.060983	366	2.264944	1	1	'0 0 0 0 0 0 0 0 0 0 0 Z 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.000048	0.000049	0.999903	0.000000	
123750000	-14.701620	298	6.423898	1	5	'0 Z Z Z 0 0 0 0 0 Z Z 0 	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000021	0.015911	0.954429	0.029640	
123800000	-12.045246	480	1.330493	1	6	'0 Z Z Z Z Z 0 0 0 Z 0 0 	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.991556	0.008444	
123850000	-14.539092	865	13.602910	1	5	'0 0 0 0 Z 0 0 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.091339	0.001491	0.907169	0.000000	
123900000	-12.580125	839	9.928690	1	5	'0 Z 0 0 0 0 Z 0 Z 0 Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.001062	0.119372	0.879556	0.000010	
123950000	-13.388516	100	7.523727	1	4	'0 Z 0 0 0 Z Z 0 0 0 Z 0 	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000216	0.004191	0.946819	0.048775	
124000000	-16.897340	821	26.911395	1	3	'0 0 0 0 Z 0 Z 0 Z 0 0 0 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.195223	0.053764	0.537448	0.213564	
124050000	-13.534147	22	6.921636	1	5	'0 0 0 0 Z 0 Z 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.006312	0.000009	0.993679	0.000000	
124100000	-12.666420	508	6.949453	1	5	'0 0 0 0 0 0 Z 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.000000	0.081411	0.038670	0.879919	0.000000	
124150000	-11.822868	633	4.974358	1	4	'0 0 Z 0 Z 0 0 0 0 Z 0 Z 	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000079	0.000000	0.999921	0.000000	
124200000	-12.600350	428	7.155534	1	6	'0 0 Z Z 0 0 0 0 Z Z Z Z 	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.020901	0.038434	0.940664	0.000000	
124250000	-13.268377	393	2.097080	1	6	'Z 0 0 Z 0 0 0 0 Z Z Z Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.068918	0.020003	0.911080	0.000000	
124300000	-14.281645	120	10.895383	1	6	'0 Z 0 0 0 Z 0 Z Z 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.006356	0.086693	0.906767	0.000184	
124350000	-11.825357	940	3.235078	1	3	'0 Z 0 0 0 0 0 0 0 Z 0 Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000001	0.001454	0.998540	0.000006	
124400000	-12.830403	240	18.580557	1	5	'0 0 0 0 0 0 Z Z Z Z Z 0 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.142857	0.483657	0.516343	0.000000	0.000000	
124450000	-11.573077	94	18.566648	2	7	'1 0 1 Z 0 Z 1 Z Z Z Z Z 	0.037257	0.444114	0.037257	0.000000	0.444114	0.000000	0.037257	0.000000	0.000000	0.000000	0.000000	0.000000	0.578057	0.326542	0.095401	0.000000	
124500000	-10.388157	653	23.090285	2	5	'1 1 Z 1 1 1 Z 0 Z Z 0 Z 	0.186607	0.186607	0.000000	0.186607	0.186607	0.186607	0.000000	0.033483	0.000000	0.000000	0.033483	0.000000	0.429850	0.309597	0.253206	0.007347	
124550000	-12.854596	985	4.365354	1	6	'0 Z 0 0 Z Z Z 0 0 Z Z 0 	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000007	0.000000	0.988582	0.011412	
124600000	-11.339678	522	1.794984	1	4	'0 0 0 0 Z Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000073	0.000000	0.999927	0.000000	
124650000	-13.041151	956	6.185880	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000020	0.983697	0.016283	
124700000	-14.350125	391	7.450023	1	4	'Z 0 Z Z 0 0 Z 0 0 0 0 0 	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.010469	0.025907	0.844162	0.119463	
124750000	-12.846761	568	7.245839	1	7	'0 0 0 Z Z 0 0 Z Z Z Z Z 	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111268	0.000000	0.888732	0.000000	
124800000	-12.145802	485	3.978279	1	2	'0 Z Z 0 0 0 0 0 0 0 0 0 	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.001688	0.989177	0.009135	
124850000	-13.562913	109	4.867405	1	4	'0 Z 0 0 Z 0 0 0 Z 0 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
124900000	-15.857501	678	14.928781	1	5	'0 Z 0 0 0 0 Z Z Z 0 Z 0 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.067979	0.797734	0.000000	0.134287	
124950000	-11.998061	645	2.913092	1	7	'0 Z Z Z Z Z 0 0 0 Z 0 Z 	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	
125000000	-13.990602	178	8.298412	1	3	'Z 0 0 Z 0 0 Z 0 0 0 0 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.106777	0.026071	0.712058	0.155094	
125050000	-15.249128	964	27.625752	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.170744	0.186329	0.473579	0.169347	
125100000	-11.815795	874	3.678201	1	2	'0 0 0 Z 0 0 0 0 0 Z 0 0 	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.005599	0.001649	0.975766	0.016985	
125150000	-13.372395	57	3.974831	1	7	'0 Z Z 0 Z Z Z 0 0 Z 0 Z 	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	
125200000	-17.071950	69	49.288421	1	3	'0 0 0 0 0 0 Z 0 Z 0 Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.000000	0.111111	0.221818	0.223205	0.337201	0.217776	
125250000	-14.107243	659	40.773296	1	7	'0 0 Z 0 Z 0 Z Z Z Z 0 Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.468056	0.387501	0.000000	0.144443	
125300000	-14.837536	984	43.360686	1	7	'0 0 0 Z Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.288379	0.232856	0.000000	0.478766	
125350000	-19.072504	124	69.852311	1	6	'Z 0 Z Z 0 Z Z Z 0 0 0 0 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.237762	0.261950	0.250309	0.249978	
125400000	-14.151049	898	95.935144	2	7	'1 Z 0 1 0 Z Z Z Z 0 Z Z 	0.399369	0.000000	0.067088	0.399369	0.067088	0.000000	0.000000	0.000000	0.000000	0.067088	0.000000	0.000000	0.405232	0.467377	0.000000	0.127391	
125450000	-14.296036	642	53.852989	1	6	'Z 0 0 0 0 0 Z Z Z Z 0 Z 	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.265590	0.273576	0.000000	0.460834	
125500000	-14.052596	577	65.820674	2	6	'0 Z 1 0 0 0 Z Z Z Z 0 Z 	0.174998	0.000000	0.125009	0.174998	0.174998	0.174998	0.000000	0.000000	0.000000	0.000000	0.174998	0.000000	0.385221	0.229290	0.000000	0.385488	
125550000	-11.747877	647	71.996179	2	6	'Z 1 1 1 0 Z Z 0 Z Z 0 Z 	0.000000	0.321300	0.321300	0.321300	0.012033	0.000000	0.000000	0.012033	0.000000	0.000000	0.012033	0.000000	0.216114	0.349545	0.424804	0.009536	
125600000	-14.950662	288	73.189221	1	7	'0 Z Z 0 0 0 Z Z Z Z 0 Z 	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.379223	0.219450	0.000000	0.401327	
125650000	-14.298634	938	75.424888	1	7	'0 0 0 Z Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.185833	0.504754	0.000000	0.309413	
125700000	-14.084913	248	41.609441	1	6	'0 Z 0 Z 0 0 Z Z Z 0 0 Z 	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.405757	0.186846	0.000000	0.407396	
125750000	-13.167772	265	12.517743	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.111111	0.111111	0.138280	0.132487	0.489968	0.239265	
125800000	-11.514409	652	3.853528	1	3	'0 Z 0 0 0 0 0 0 0 0 Z Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000001	0.001835	0.998164	0.000000	
125850000	-14.408334	29	8.088945	1	7	'0 0 0 0 Z Z Z 0 Z Z Z Z 	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.039618	0.000173	0.960209	0.000000	
125900000	-12.073249	601	7.821583	1	5	'0 0 0 Z 0 0 0 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.061153	0.023155	0.915692	0.000000	
125950000	-14.018578	701	25.351490	1	6	'0 0 0 0 0 Z Z Z Z Z Z 0 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.441915	0.558085	0.000000	0.000000	
126000000	-12.140420	308	5.513331	1	5	'0 Z 0 0 0 0 0 0 Z Z Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000061	0.022977	0.976962	0.000000	
126050000	-13.905164	777	5.513122	1	5	'0 0 0 Z Z 0 0 Z 0 Z Z 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.022122	0.000158	0.952190	0.025531	
126100000	-10.916021	99	2.790133	1	6	'Z Z 0 0 Z 0 0 0 0 Z Z Z 	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
126150000	-14.449214	638	10.254724	1	4	'0 Z 0 0 Z 0 Z 0 Z 0 0 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000598	0.000546	0.826621	0.172234	
126200000	-12.176842	138	3.243709	1	3	'Z Z 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000002	0.001298	0.989572	0.009129	
126250000	-14.199832	571	2.438882	1	6	'Z Z Z 0 Z 0 0 Z 0 0 0 Z 	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
126300000	-11.657949	216	1.805869	1	6	'Z 0 Z 0 Z 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000176	0.000000	0.999824	0.000000	
126350000	-14.041180	919	10.791856	1	3	'0 Z 0 Z 0 0 Z 0 0 0 0 0 	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000424	0.013953	0.938807	0.046815	
126400000	-11.484512	944	2.869326	1	3	'Z 0 0 0 0 Z 0 0 0 0 Z 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000634	0.000292	0.997949	0.001125	
126450000	-12.802244	986	6.840364	1	1	'0 0 0 0 0 0 0 0 0 0 0 Z 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.006142	0.004304	0.989436	0.000118	
126500000	-13.318487	877	10.283431	2	4	'1 0 1 Z 0 Z Z 1 1 0 Z 1 	0.095754	0.173744	0.095754	0.000000	0.173744	0.000000	0.000000	0.095754	0.095754	0.173744	0.000000	0.095754	0.118112	0.015065	0.741099	0.125725	
126550000	-11.074235	644	3.131298	1	4	'0 Z 0 0 0 0 0 0 0 Z Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000261	0.999739	0.000000	
126600000	-14.841309	845	4.233758	1	5	'0 0 Z Z 0 Z Z 0 Z 0 0 0 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	1.000000	
126650000	-10.983638	570	2.999504	1	3	'0 0 Z 0 Z 0 0 0 0 Z 0 0 	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000292	0.000001	0.995133	0.004574	
126700000	-15.589856	627	4.618658	1	8	'0 Z 0 0 Z Z Z 0 Z Z Z Z 	0.250000	0.000000	0.250000	0.250000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
126750000	-11.884071	325	1.029831	1	7	'Z 0 Z Z Z Z 0 0 0 Z 0 Z 	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000020	0.000000	0.999980	0.000000	
126800000	-11.398080	12	3.098198	1	2	'0 0 0 0 0 0 0 0 0 0 Z Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.001021	0.000523	0.998455	0.000001	
126850000	-14.694175	338	21.217744	1	6	'0 Z Z 0 0 0 Z Z Z Z 0 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.024435	0.298311	0.000000	0.677254	
126900000	-13.492999	472	6.375213	1	5	'Z 0 Z Z 0 Z 0 0 0 Z 0 0 	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.003578	0.003162	0.984837	0.008423	
126950000	-11.555452	551	3.309470	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.000342	0.001054	0.986611	0.011993	
127000000	-15.434910	315	9.548018	1	5	'Z 0 0 0 0 0 Z Z Z 0 Z 0 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	1.000000	0.000000	0.000000	
127050000	-15.794507	989	32.974172	1	5	'0 0 0 0 Z 0 Z Z Z 0 0 Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.511729	0.248740	0.000000	0.239532	
127100000	-13.084600	708	4.091642	1	5	'0 Z Z Z 0 Z Z 0 0 0 0 0 	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000001	0.001670	0.844006	0.154323	
127150000	-12.060507	103	0.904600	1	6	'0 Z 0 Z Z Z 0 0 0 0 Z Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
127200000	-14.264889	301	32.089646	1	4	'0 0 0 0 0 0 Z Z Z 0 0 Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.000000	0.302916	0.315219	0.000000	0.381865	
127250000	-15.554959	921	63.853490	1	6	'0 Z 0 0 Z 0 Z Z Z Z 0 0 	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.431113	0.431167	0.000000	0.137720	
127300000	-13.407743	155	65.855623	2	4	'1 1 0 1 Z 0 Z 0 Z Z 0 0 	0.284094	0.284094	0.029544	0.284094	0.000000	0.029544	0.000000	0.029544	0.000000	0.000000	0.029544	0.029544	0.293832	0.264161	0.346013	0.095994	
127350000	-13.138264	973	39.533013	2	4	'0 Z 0 0 1 1 Z 1 1 Z Z 1 	0.297030	0.000000	0.297030	0.297030	0.021782	0.021782	0.000000	0.021782	0.021782	0.000000	0.000000	0.021782	0.003502	0.009979	0.970394	0.016124	
127400000	-15.035650	316	10.164554	1	6	'0 Z Z Z 0 0 0 0 Z Z 0 Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000754	0.123718	0.872345	0.003182	
127450000	-11.832142	753	1.611204	1	7	'Z 0 Z Z Z Z 0 0 0 Z 0 Z 	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.003437	0.000000	0.996563	0.000000	
127500000	-12.860348	88	6.319330	1	1	'0 0 0 Z 0 0 0 0 0 0 0 0 	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.013457	0.006307	0.912087	0.068149	
127550000	-16.364694	803	4.302278	1	5	'0 0 Z 0 0 0 0 Z Z Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.014088	0.179412	0.075162	0.731338	
127600000	-11.492957	9	3.383590	1	3	'0 0 0 0 0 Z 0 0 0 Z 0 Z 	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.003155	0.000469	0.996371	0.000005	
127650000	-11.554019	52	1.475356	1	5	'Z Z 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000199	0.999801	0.000000	
127700000	-13.427569	399	5.332282	1	7	'Z Z Z 0 0 Z Z 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.004293	0.923245	0.072462	
127750000	-13.154214	780	3.298476	1	7	'Z Z Z Z Z 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000114	0.889837	0.110049	
127800000	-14.056767	19	10.340985	1	2	'0 0 0 0 Z 0 Z 0 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.034877	0.000751	0.856484	0.107888	
127850000	-13.479561	536	17.076264	1	6	'Z 0 0 0 0 0 Z Z Z Z 0 Z 	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.323569	0.485269	0.000000	0.191162	
127900000	-13.631905	492	5.819526	1	5	'Z 0 0 Z Z Z 0 0 Z 0 0 0 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.039492	0.000000	0.854840	0.105668	
127950000	-12.189484	836	0.951008	1	6	'Z 0 Z Z Z 0 0 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000155	0.000001	0.992616	0.007229	
